season,team,conference,firstDowns,firstDownsOpponent,fourthDownConversions,fourthDownConversionsOpponent,fourthDowns,fourthDownsOpponent,fumblesLost,fumblesLostOpponent,fumblesRecovered,fumblesRecoveredOpponent,games,interceptionTDs,interceptionTDsOpponent,interceptionYards,interceptionYardsOpponent,interceptions,interceptionsOpponent,kickReturnTDs,kickReturnTDsOpponent,kickReturnYards,kickReturnYardsOpponent,kickReturns,kickReturnsOpponent,netPassingYards,netPassingYardsOpponent,passAttempts,passAttemptsOpponent,passCompletions,passCompletionsOpponent,passesIntercepted,passesInterceptedOpponent,passingTDs,passingTDsOpponent,penalties,penaltiesOpponent,penaltyYards,penaltyYardsOpponent,possessionTime,possessionTimeOpponent,puntReturnTDs,puntReturnTDsOpponent,puntReturnYards,puntReturnYardsOpponent,puntReturns,puntReturnsOpponent,rushingAttempts,rushingAttemptsOpponent,rushingTDs,rushingTDsOpponent,rushingYards,rushingYardsOpponent,sacks,sacksOpponent,tacklesForLoss,tacklesForLossOpponent,thirdDownConversions,thirdDownConversionsOpponent,thirdDowns,thirdDownsOpponent,totalYards,totalYardsOpponent,turnovers,turnoversOpponent
2025,Ohio State,Big Ten,317,184,12,11,18,28,3,6,6,3,14,0,1,50,91,8,8,1,0,202,266,9,16,3755,1816,408,342,313,208,8,8,33,7,57,50,539,392,27727,22673,0,0,222,6,20,4,471,425,25,5,2167,1251,35,16,78,56,80,54,152,177,5922,3067,11,14
2025,Oklahoma,SEC,241,194,8,11,14,24,5,4,4,4,13,1,1,177,162,11,9,0,0,17,369,4,21,3066,2538,431,407,265,240,9,11,17,11,88,58,795,469,23196,23604,0,1,255,252,20,27,433,416,18,7,1543,1008,45,30,123,73,71,53,184,189,4609,3546,16,13
2025,Oklahoma State,Big 12,187,254,10,18,25,22,7,6,7,7,12,1,3,89,208,10,6,0,1,248,418,16,20,2089,3015,365,338,210,222,6,10,7,27,63,66,568,564,20793,22407,0,0,83,158,19,24,403,457,10,19,1421,2006,22,22,67,71,62,72,178,166,3510,5021,17,12
2025,Old Dominion,Sun Belt,292,230,5,8,16,28,14,11,11,14,13,0,1,110,112,10,15,0,0,171,947,10,49,2808,2490,330,409,191,247,15,10,21,16,78,96,700,859,22228,24572,0,1,305,130,25,13,552,490,31,13,3106,1822,39,20,90,58,72,66,174,193,5914,4312,24,26
2025,Ole Miss,SEC,381,288,21,13,31,34,6,6,6,6,15,0,0,28,139,8,9,0,0,188,178,9,11,4700,2984,523,458,340,260,9,8,26,17,83,88,786,769,25887,28113,0,0,119,76,16,13,572,538,39,20,2651,2238,33,19,83,70,84,77,195,207,7351,5222,14,15
2025,Oregon,Big Ten,329,232,18,23,32,36,5,6,7,5,15,3,1,156,110,10,15,0,0,202,401,10,20,3804,2369,437,424,313,226,15,10,31,19,76,85,746,623,27733,26270,2,0,350,27,31,7,550,504,35,13,2979,1753,30,19,75,64,87,83,187,219,6783,4122,15,21
2025,Oregon State,Pac-12,245,227,8,8,20,18,7,2,1,7,12,0,1,131,169,13,8,0,1,473,692,27,29,2705,2657,431,347,260,197,8,13,14,22,71,92,599,772,22948,20251,0,2,80,594,10,35,407,407,15,17,1527,1907,16,26,63,60,61,50,170,153,4232,4564,20,10
2025,Penn State,Big Ten,255,229,19,15,32,33,3,7,7,3,13,1,0,81,63,7,6,0,0,472,374,24,19,2439,2395,339,366,226,230,6,7,16,16,53,47,485,358,23009,23791,1,0,174,72,21,9,475,453,30,16,2267,1864,31,19,80,63,71,72,163,176,4706,4259,10,13
2025,Pittsburgh,ACC,270,230,20,12,33,30,8,6,6,8,13,4,1,372,223,15,15,0,0,582,655,26,31,3556,3059,464,431,289,271,15,15,29,28,95,102,876,955,22566,24234,2,0,293,89,20,13,430,453,18,12,1530,1237,31,44,100,79,59,60,177,184,5086,4296,23,21
2025,Purdue,Big Ten,231,262,15,11,25,18,8,5,5,8,12,0,2,18,173,13,4,0,1,627,323,29,13,2606,2900,404,311,238,202,4,13,15,15,58,50,562,494,20182,23018,0,0,26,59,8,16,376,456,11,29,1517,2187,24,19,64,66,61,63,159,145,4123,5087,21,9
2025,Rice,American Athletic,222,264,21,14,38,24,7,4,4,7,13,0,2,7,121,4,3,0,0,443,171,24,11,1269,3122,224,375,148,231,3,4,11,25,62,74,644,642,25524,21276,0,0,39,221,8,23,647,457,20,26,2662,2131,25,19,65,104,67,74,197,170,3931,5253,11,7
2025,Rutgers,Big Ten,279,249,21,11,34,15,4,6,7,4,12,0,0,108,25,7,5,0,1,189,467,11,25,3193,2675,378,312,234,204,5,7,22,23,49,59,391,555,23422,19778,3,0,91,59,6,5,465,366,19,25,1698,2533,11,38,47,69,68,46,160,114,4891,5208,11,11
2025,SMU,ACC,269,282,8,21,12,39,6,10,10,6,13,3,0,287,83,13,18,0,0,314,646,17,35,3680,3681,460,522,305,318,18,13,26,26,91,92,921,796,20965,25835,0,0,168,60,17,17,400,455,25,5,1741,1457,36,19,82,72,69,75,169,208,5421,5138,19,28
2025,Sam Houston,Conference USA,200,291,10,11,33,19,6,10,10,6,12,1,4,155,304,10,8,1,0,626,519,31,23,2208,3311,389,371,213,261,8,10,12,20,77,67,713,650,20526,22674,1,0,125,174,13,18,370,461,10,33,1594,2490,21,35,63,87,36,68,162,153,3802,5801,16,18
2025,San Diego State,Mountain West,233,209,13,19,25,36,5,3,3,5,13,3,1,243,98,10,15,0,1,451,335,21,13,2053,2117,290,419,166,224,15,10,10,14,80,72,727,577,23621,23173,2,0,309,136,33,19,543,452,25,9,2586,1708,32,18,62,56,53,66,169,203,4628,3825,15,18
2025,San José State,Mountain West,241,249,6,23,23,29,10,7,7,12,12,1,2,108,292,17,7,0,1,469,572,24,24,3398,2943,487,344,273,226,7,17,17,18,70,84,658,724,20011,23189,0,1,57,103,8,10,313,468,14,25,1441,1906,18,10,52,37,69,61,162,166,4839,4849,27,14
2025,South Alabama,Sun Belt,247,240,19,20,35,27,6,9,9,6,12,0,0,45,70,6,6,0,1,99,573,10,25,2173,2459,310,340,212,207,6,6,13,19,78,85,659,666,22426,20122,0,0,130,180,12,19,531,442,30,25,2414,2112,12,21,56,60,75,60,176,157,4587,4571,12,15
2025,South Carolina,SEC,212,236,16,9,32,17,7,10,10,7,12,1,2,116,90,11,12,0,0,402,368,19,21,2703,2596,342,373,209,225,12,11,13,13,88,69,687,657,20147,23053,3,1,308,99,23,17,408,429,14,13,1339,1644,21,43,64,88,51,67,160,169,4042,4240,18,22
2025,South Florida,American Athletic,309,295,13,20,21,35,9,11,11,9,13,2,0,293,138,11,14,0,0,301,269,16,14,3583,3146,405,481,269,295,14,11,33,15,86,111,793,917,19816,26984,1,0,225,173,24,8,504,500,29,21,2759,1858,33,21,84,55,84,82,181,205,6342,5004,20,25
2025,Southern Miss,Sun Belt,281,287,10,13,21,23,4,6,6,4,13,2,2,411,229,11,23,0,0,327,316,15,13,3458,2979,454,430,289,272,23,11,26,13,97,109,782,916,21625,25168,1,0,195,62,18,16,469,544,18,31,1765,2271,30,22,78,66,75,91,189,200,5223,5250,15,29
2025,Stanford,ACC,209,254,14,14,24,24,5,10,10,5,12,1,2,19,221,12,3,0,0,394,345,22,17,2664,3467,391,445,224,294,3,12,14,22,72,94,649,730,21470,21730,0,0,37,278,7,21,388,377,8,17,1026,1437,23,41,59,69,69,72,183,170,3690,4904,17,13
2025,Syracuse,ACC,233,261,15,11,32,21,8,4,5,8,12,0,3,61,267,15,5,0,0,519,199,27,10,2607,3034,408,390,230,259,5,15,17,23,74,73,659,672,21936,21264,0,2,58,151,10,16,434,396,12,24,1477,2116,19,34,58,73,60,62,171,153,4084,5150,23,9
2025,TCU,Big 12,288,263,16,16,25,30,5,7,7,5,13,1,2,146,123,15,14,0,0,470,518,21,26,3771,3193,460,424,306,261,14,15,30,25,88,64,806,565,22515,24285,0,1,77,113,8,11,433,462,20,10,1713,1736,24,22,68,72,82,73,173,183,5484,4929,20,21
2025,Temple,American Athletic,219,249,14,17,19,23,2,8,8,2,12,1,0,106,15,2,7,0,0,364,322,22,14,2370,2394,348,309,215,189,7,2,28,18,60,61,603,502,21696,21504,0,0,174,9,12,5,398,473,13,27,1773,2368,16,19,55,58,59,59,157,148,4143,4762,4,15
2025,Tennessee,SEC,328,292,13,13,17,25,5,10,10,6,13,3,1,185,222,10,10,1,0,334,181,11,12,3807,3184,437,441,292,291,10,10,26,19,80,79,713,674,21347,25453,0,0,164,36,17,9,491,487,35,24,2290,1977,35,22,86,57,81,72,161,177,6097,5161,15,20
2025,Texas,SEC,247,249,9,14,17,31,2,7,7,2,13,0,0,51,94,7,16,0,0,345,492,22,24,3259,3054,420,465,258,291,16,7,28,18,108,75,906,561,22229,24571,2,0,484,155,22,17,423,430,17,13,1794,1351,39,23,82,78,69,64,176,194,5053,4405,9,23
2025,Texas A&M,SEC,293,205,12,7,17,17,5,7,7,5,13,0,0,52,180,14,3,0,0,454,404,21,22,3378,2296,408,381,248,214,3,14,26,17,94,78,789,654,25354,21446,2,1,525,219,35,16,495,406,28,13,2405,1700,43,19,110,43,71,38,174,169,5783,3996,19,10
2025,Texas State,Sun Belt,298,284,15,14,25,29,10,3,3,10,13,1,0,183,59,7,9,1,0,794,438,34,22,3261,2834,361,401,253,266,9,7,21,23,90,70,773,637,22754,24046,0,0,72,41,14,7,558,504,36,25,2895,2179,25,26,94,67,80,77,174,189,6156,5013,17,12
2025,Texas Tech,Big 12,318,194,11,14,22,42,8,15,15,9,14,1,0,214,28,10,17,1,0,479,247,18,15,3887,2630,486,483,318,286,17,10,33,11,95,66,780,512,25340,25060,0,0,255,89,27,10,548,434,30,8,2576,982,41,27,106,76,109,65,221,216,6463,3612,18,32
2025,Toledo,Mid-American,275,190,4,13,17,30,5,8,8,5,13,1,0,143,13,10,13,1,0,506,541,23,24,3095,2031,399,352,256,176,13,10,27,10,111,64,970,495,23738,23062,1,0,411,104,34,22,471,466,22,12,2310,1290,37,17,92,65,70,53,174,183,5405,3321,15,21
2025,Troy,Sun Belt,242,262,17,14,36,31,6,8,8,6,14,3,0,191,101,12,10,0,0,714,375,35,21,2929,2751,433,390,251,235,10,12,20,16,78,79,729,688,25131,25269,0,0,98,116,19,19,492,545,17,22,1372,2466,36,59,86,100,83,78,214,204,4301,5217,18,18
2025,Tulane,American Athletic,307,309,12,19,23,33,8,10,10,8,14,1,0,86,83,9,15,0,0,596,89,26,6,3432,3663,425,478,262,323,15,9,18,23,96,77,895,680,25923,24477,0,0,61,143,13,17,514,479,26,18,2329,1717,36,12,79,51,77,74,183,187,5761,5380,17,25
2025,Tulsa,American Athletic,266,251,24,16,42,31,9,4,4,9,12,0,0,56,111,10,7,0,0,523,328,30,20,2670,2571,409,346,241,220,7,10,15,21,61,65,458,643,20565,22635,0,0,96,94,11,14,485,509,18,22,2112,2190,23,24,64,82,72,79,190,184,4782,4761,19,11
2025,UAB,American Athletic,264,259,17,19,36,31,5,5,5,5,12,0,0,52,149,16,4,1,1,705,673,34,28,3187,2778,438,285,287,188,4,16,20,27,89,72,734,616,22543,20657,0,0,115,157,12,13,395,492,20,31,1665,2305,17,29,49,68,78,72,168,149,4852,5083,21,9
2025,UCF,Big 12,218,223,20,17,36,29,6,5,5,6,12,1,1,122,145,12,9,1,0,541,303,25,14,2649,2221,403,336,250,212,9,12,12,13,91,65,686,582,21542,21674,0,1,196,165,17,16,387,456,19,18,1898,1814,25,20,67,68,57,62,168,169,4547,4035,18,14
2025,UCLA,Big Ten,208,263,15,14,31,25,6,6,6,6,12,0,2,63,64,7,4,0,1,580,263,31,13,2163,2359,361,326,229,215,4,7,15,23,90,52,786,481,21012,22188,0,1,47,181,9,20,375,438,8,26,1675,2288,10,27,40,58,59,80,158,145,3838,4647,13,10
2025,UConn,FBS Independents,275,295,15,20,21,35,1,6,6,1,13,0,0,46,11,1,11,0,0,691,481,34,21,3690,2841,451,392,307,256,11,1,30,17,64,58,628,504,22492,24308,0,0,150,76,18,10,402,548,26,28,2141,2593,35,16,79,49,69,67,170,180,5831,5434,2,17
2025,UL Monroe,Sun Belt,209,242,10,15,26,25,7,4,4,7,12,0,2,15,130,12,5,0,1,95,437,12,33,1915,2670,302,353,171,223,5,12,15,21,88,63,780,598,21330,21870,0,0,98,163,12,15,428,454,12,23,1951,1955,23,20,66,85,49,74,150,173,3866,4625,19,9
2025,UNLV,Mountain West,324,301,14,19,24,36,8,10,10,8,14,3,2,205,154,9,14,0,1,449,748,23,32,3512,3384,424,442,279,266,14,9,24,23,107,96,927,874,25799,24601,2,0,103,62,14,13,494,476,33,24,2743,2484,30,25,66,79,76,56,168,170,6255,5868,17,24
2025,USC,Big Ten,308,259,14,10,22,21,6,6,6,6,13,2,0,225,39,10,12,0,1,344,526,20,20,3848,2698,420,394,280,259,12,10,26,22,76,73,705,745,23274,23367,0,1,89,103,8,6,423,426,29,15,2199,1859,31,15,72,50,78,63,152,157,6047,4557,16,18
2025,UTEP,Conference USA,202,253,20,15,37,32,4,7,7,4,12,0,3,10,304,20,5,0,0,440,551,32,29,2595,2662,410,380,224,235,5,20,21,19,71,91,685,774,18457,24743,1,1,174,196,25,25,375,489,14,17,1387,2044,28,26,82,75,53,49,175,174,3982,4706,24,12
2025,UTSA,American Athletic,283,248,13,15,28,34,5,7,7,5,13,2,2,154,125,7,11,0,1,218,609,14,27,3214,2896,447,395,298,237,11,7,34,26,95,84,893,780,24852,21948,0,2,119,282,19,22,444,455,21,16,2263,1951,24,21,77,75,69,64,174,185,5477,4847,12,18
2025,Utah,Big 12,331,242,16,21,25,38,7,3,3,7,13,3,0,364,16,5,15,0,0,202,386,16,20,2816,2312,373,384,234,190,15,5,27,12,77,79,624,643,24021,22779,1,0,304,27,24,6,573,488,41,18,3465,2341,34,15,82,52,92,65,174,187,6281,4653,12,18
2025,Utah State,Mountain West,268,294,7,18,13,36,6,4,4,6,13,1,0,126,5,5,13,0,0,316,607,16,30,3210,3365,403,478,242,282,13,5,26,26,99,80,782,735,21244,25538,0,1,60,184,14,20,445,483,25,19,2118,2362,29,42,64,87,59,81,171,201,5328,5727,11,17
2025,Vanderbilt,SEC,313,258,10,12,18,21,4,7,7,4,13,0,0,93,82,8,8,0,0,635,344,25,18,3735,3243,400,458,279,305,8,8,30,24,89,90,776,817,24419,22381,1,0,103,59,13,8,402,382,35,10,2287,1405,31,23,81,57,68,78,133,181,6022,4648,12,15
2025,Virginia,ACC,302,218,15,20,32,33,4,6,6,5,14,2,1,132,80,10,14,1,0,324,386,11,25,3348,2738,492,412,315,245,14,10,18,15,74,67,618,598,27106,23294,0,1,289,320,32,24,545,460,29,17,2519,1618,30,18,67,66,116,54,233,193,5867,4356,14,20
2025,Virginia Tech,ACC,227,252,11,10,23,15,6,2,2,6,12,0,0,29,33,9,4,0,0,506,185,27,8,1996,2698,319,348,180,234,4,9,17,18,86,83,771,701,21044,22156,0,1,139,262,18,13,443,421,13,25,2198,1851,19,29,59,67,65,68,165,151,4194,4549,15,6
2025,Wake Forest,ACC,247,242,12,13,22,31,10,11,11,10,13,0,1,8,145,11,4,2,0,526,309,19,14,3090,2690,406,457,232,270,4,11,18,12,96,74,903,667,22679,24121,1,0,254,154,24,13,453,467,23,18,2030,1581,30,17,96,55,76,73,190,205,5120,4271,21,15
2025,Washington,Big Ten,292,231,11,18,20,36,6,5,5,6,13,1,0,202,69,8,14,0,0,537,453,24,19,3178,2745,370,447,255,268,14,8,26,17,80,70,719,584,23069,23731,1,0,171,88,18,8,461,397,30,9,2168,1303,24,33,55,70,78,68,155,178,5346,4048,14,19
2025,Washington State,Pac-12,254,216,15,7,21,21,6,5,5,5,13,0,2,8,293,15,6,0,0,251,375,14,20,2735,2267,407,352,261,224,6,15,19,16,87,85,729,821,25270,21530,0,0,415,43,24,10,436,428,16,15,1683,1653,31,22,68,66,67,58,176,166,4418,3920,21,11
2025,West Virginia,Big 12,225,258,19,19,42,28,7,9,9,6,12,1,0,221,221,11,11,0,1,198,495,10,23,2267,3185,327,390,192,253,11,11,10,28,69,80,672,650,18947,24068,0,0,106,172,12,28,523,474,22,15,1928,1745,29,29,80,69,53,70,179,182,4195,4930,18,20
2025,Western Kentucky,Conference USA,278,268,5,10,15,31,8,5,5,8,13,1,1,99,250,13,9,1,1,378,424,20,17,3538,2919,495,467,325,257,9,13,21,12,81,101,797,880,23082,23724,0,0,9,194,5,25,413,465,23,14,1750,2289,18,23,71,70,84,72,183,205,5288,5208,21,14
2025,Western Michigan,Mid-American,265,231,14,9,32,20,9,12,12,9,14,2,0,213,18,6,12,0,0,655,382,33,24,1939,2519,305,390,185,216,12,6,10,14,64,66,562,582,27365,23035,0,0,106,79,20,11,619,469,31,16,2863,1758,43,22,83,67,77,57,191,181,4802,4277,15,24
2025,Wisconsin,Big Ten,169,203,16,6,24,15,3,1,1,4,12,0,0,17,177,13,5,1,0,537,63,21,5,1637,2619,272,344,157,240,5,13,9,19,43,49,361,420,22052,21148,0,0,93,259,11,26,421,372,9,12,1420,1264,31,28,61,67,50,57,155,150,3057,3883,16,6
2025,Wyoming,Mountain West,212,220,12,11,23,17,6,5,6,6,12,2,0,144,128,12,10,0,0,203,534,12,21,2196,2106,384,345,215,192,10,12,13,15,79,84,675,752,20539,22661,1,2,242,215,21,23,389,441,9,13,1581,2026,15,19,53,72,56,59,166,170,3777,4132,18,15
