season,team,conference,offense_passingPlays_explosiveness,offense_passingPlays_successRate,offense_passingPlays_totalPPA,offense_passingPlays_ppa,offense_passingPlays_rate,offense_rushingPlays_explosiveness,offense_rushingPlays_successRate,offense_rushingPlays_totalPPA,offense_rushingPlays_ppa,offense_rushingPlays_rate,offense_passingDowns_explosiveness,offense_passingDowns_successRate,offense_passingDowns_ppa,offense_passingDowns_rate,offense_standardDowns_explosiveness,offense_standardDowns_successRate,offense_standardDowns_ppa,offense_standardDowns_rate,offense_havoc_db,offense_havoc_frontSeven,offense_havoc_total,offense_fieldPosition_averagePredictedPoints,offense_fieldPosition_averageStart,offense_pointsPerOpportunity,offense_totalOpportunies,offense_openFieldYardsTotal,offense_openFieldYards,offense_secondLevelYardsTotal,offense_secondLevelYards,offense_lineYardsTotal,offense_lineYards,offense_stuffRate,offense_powerSuccess,offense_explosiveness,offense_successRate,offense_totalPPA,offense_ppa,offense_drives,offense_plays,defense_passingPlays_explosiveness,defense_passingPlays_successRate,defense_passingPlays_totalPPA,defense_passingPlays_ppa,defense_passingPlays_rate,defense_rushingPlays_explosiveness,defense_rushingPlays_successRate,defense_rushingPlays_totalPPA,defense_rushingPlays_ppa,defense_rushingPlays_rate,defense_passingDowns_explosiveness,defense_passingDowns_successRate,defense_passingDowns_totalPPA,defense_passingDowns_ppa,defense_passingDowns_rate,defense_standardDowns_explosiveness,defense_standardDowns_successRate,defense_standardDowns_ppa,defense_standardDowns_rate,defense_havoc_db,defense_havoc_frontSeven,defense_havoc_total,defense_fieldPosition_averagePredictedPoints,defense_fieldPosition_averageStart,defense_pointsPerOpportunity,defense_totalOpportunies,defense_openFieldYardsTotal,defense_openFieldYards,defense_secondLevelYardsTotal,defense_secondLevelYards,defense_lineYardsTotal,defense_lineYards,defense_stuffRate,defense_powerSuccess,defense_explosiveness,defense_successRate,defense_totalPPA,defense_ppa,defense_drives,defense_plays
2025,Ball State,Mid-American,1.6017624617337671,0.3081761006289308,-9.22284756929511,-0.029002665312248776,0.4320652173913043,1.067376216662656,0.3399503722084367,12.680984483546721,0.031466462738329336,0.5475543478260869,2.015321165988115,0.2188679245283019,0.061687596944636235,0.360054347826087,1.0999478338082396,0.3842887473460722,-0.03676165190750773,0.6399456521739131,0.053,0.157,0.21,1.235,72.3,2.706896551724138,58,559,1.3870967741935485,369,0.9156327543424317,1011,2.509677419354839,0.21588089330024815,0.6097560975609756,1.3220886424544018,0.32472826086956524,-0.9675248581075369,-0.0013145718180808924,140,736,1.5648421620481465,0.44505494505494503,115.97303113288538,0.31860722838704775,0.4527363184079602,1.0140326336562595,0.460093896713615,61.407207637674766,0.14414837473632575,0.5298507462686567,1.9899981409069873,0.32916666666666666,115.97303113288538,0.34500555655662435,0.29850746268656714,1.0566025920400832,0.49645390070921985,0.11360141171732505,0.7014925373134329,0.054,0.087,0.14,-1.519,68.7,3.5657894736842106,76,0,1.5375586854460095,465,1.091549295774648,1256,2.947887323943662,0.2112676056338028,0.6086956521739131,1.2620016125428282,0.4465174129353234,146.87252978216117,0.18267727584845916,143,804
2025,Baylor,Big 12,1.5492314154084224,0.4425612052730697,130.71469046122175,0.2461670253507001,0.5752979414951246,0.9125354672163388,0.46419098143236076,60.37885430727258,0.1601561122208822,0.4084507042253521,2.1105949326986875,0.35,0.4419064283072111,0.30335861321776814,1.0248362368178612,0.48989113530326595,0.08402309863668204,0.6966413867822319,0.063,0.083,0.146,1.303,71.5,3.6941176470588233,85,391,1.0371352785145889,341,0.9045092838196287,1166,3.0920424403183024,0.16180371352785147,0.7704918032786885,1.2824738934675488,0.447453954496208,177.76065234940566,0.19259008921929108,144,923,1.4071170081180426,0.43023255813953487,85.2395019524168,0.24778924986167675,0.4174757281553398,0.9590671379945463,0.45064377682403434,63.44945890978268,0.1361576371454564,0.5655339805825242,1.7277659357990938,0.28085106382978725,85.2395019524168,0.23015612433666324,0.28519417475728154,1.0344037781648454,0.499151103565365,0.1500851206664598,0.7148058252427184,0.055,0.068,0.123,-1.336,70.8,4.295774647887324,71,0,1.2789699570815452,501,1.0751072961373391,1458,3.1293991416309015,0.148068669527897,0.8928571428571429,1.1615201737311243,0.4368932038834951,142.4868252916607,0.17292090448017072,145,824
2025,Boise State,Mountain West,1.6172394893063167,0.4061224489795918,123.57252341265992,0.2521888232911427,0.4748062015503876,1.0123295934540053,0.4117647058823529,67.2389773605698,0.12758819233504706,0.5106589147286822,1.9081875530736876,0.3170028818443804,0.30523467282960437,0.33624031007751937,1.0878899747954365,0.4554744525547445,0.10861749590391087,0.6637596899224806,0.059,0.082,0.141,1.461,69.4,3.6595744680851063,94,724,1.3738140417457305,527,1.0,1590,3.0174573055028464,0.17077798861480076,0.7746478873239436,1.3017116184224686,0.40891472868217055,180.31941616605167,0.17472811643997255,174,1032,1.6857088456232723,0.3117505995203837,13.627457421298262,0.032679754007909505,0.47494305239179957,1.2409364225282526,0.40224719101123596,89.72367381216965,0.2016262332857745,0.5068337129840547,2.007184468477353,0.2672672672672673,13.627457421298262,0.1726432839776844,0.3792710706150342,1.1945750041539562,0.4055045871559633,0.05498317357470524,0.6207289293849658,0.056,0.11,0.166,-1.285,71.4,4.136986301369863,73,0,1.7685393258426967,528,1.1865168539325843,1322,2.9703370786516854,0.2,0.673469387755102,1.4278725600403508,0.3530751708428246,87.45604316278326,0.09960824961592626,174,878
2025,Boston College,ACC,1.4647571282689935,0.43209876543209874,123.5565495099805,0.25423158335386936,0.5724381625441696,0.830917914554215,0.4358974358974359,16.448062975264566,0.046860578277107025,0.4134275618374558,1.9585021948307746,0.3203125,0.32326701665866914,0.30153121319199055,0.9985547201388331,0.4772344013490725,0.09060848234573483,0.6984687868080094,0.067,0.098,0.165,1.206,72.4,3.3943661971830985,71,363,1.0341880341880343,316,0.9002849002849003,961,2.7376068376068377,0.1737891737891738,0.8,1.2142141528093513,0.4299175500588928,136.48718629564004,0.16076229245658427,144,849,1.7012531839855554,0.42118863049095606,139.78562764534914,0.3612031722102045,0.4725274725274725,1.0503120954942406,0.4423076923076923,60.24926218341939,0.14482995717168123,0.5079365079365079,1.9354237565980212,0.3487394957983193,139.78562764534914,0.3907671705167253,0.2905982905982906,1.1902273396175003,0.4612736660929432,0.17064658264523905,0.7094017094017094,0.05,0.072,0.123,-1.441,69.5,3.8219178082191783,73,0,1.6682692307692308,437,1.0504807692307692,1199,2.882451923076923,0.19230769230769232,0.71875,1.3664418769661706,0.42857142857142855,192.1482510998645,0.23461324920618376,146,819
2025,Bowling Green,Mid-American,1.5857400616747952,0.35294117647058826,14.91120919100355,0.0487294418006652,0.4,0.9760849151195786,0.37020316027088035,20.050030245620178,0.04525966195399589,0.5790849673202615,2.0464609139809564,0.2578125,0.2057567207597822,0.33464052287581697,0.9845920828644664,0.4106090373280943,-0.06301658091855136,0.665359477124183,0.059,0.101,0.16,1.505,69.0,3.1904761904761907,63,432,0.9751693002257337,431,0.9729119638826185,1278,2.8851015801354403,0.1873589164785553,0.5932203389830508,1.239440602332424,0.35947712418300654,20.598280826961606,0.026925857290145887,143,765,1.5824620161968914,0.4169184290030212,89.57998811410565,0.2706344051785669,0.451568894952251,1.0613244314054113,0.39285714285714285,22.084901205079014,0.05633903368642606,0.5347885402455662,2.067757178305283,0.3008474576271186,89.57998811410565,0.3118710255923303,0.3219645293315143,1.0636907064252588,0.45472837022132795,0.06752542846267134,0.6780354706684857,0.066,0.125,0.19,-1.337,71.3,3.442857142857143,70,0,1.2525510204081634,421,1.0739795918367347,1062,2.7089285714285714,0.25510204081632654,0.574468085106383,1.3037200650228402,0.4051841746248295,107.16169998573761,0.14619604363674982,143,733
2025,Buffalo,Mid-American,1.4662895541937366,0.3813953488372093,73.83893295232257,0.17171844872633155,0.5149700598802395,0.8747971587019455,0.41581632653061223,2.148727840213848,0.005481448571974102,0.4694610778443114,1.9506258622698955,0.27007299270072993,0.2805553178113708,0.3281437125748503,0.9408575516107596,0.45811051693404636,-0.016600482278723367,0.6718562874251497,0.069,0.092,0.161,1.382,70.5,3.5,66,450,1.1479591836734695,358,0.9132653061224489,1097,2.798469387755102,0.17857142857142858,0.6964285714285714,1.166606358223376,0.3964071856287425,67.55928652195178,0.08090932517599016,158,835,1.5993933327249459,0.39295392953929537,75.51740891177874,0.20465422469316732,0.4377224199288256,0.9105553144069105,0.38344226579520696,21.485118657840893,0.046808537380916976,0.5444839857651246,1.6906717115146106,0.2826086956521739,75.51740891177874,0.18294348139553002,0.3274021352313167,1.0973525069769432,0.43915343915343913,0.06967472082953383,0.6725978647686833,0.053,0.1,0.153,-1.325,71.5,3.069444444444444,72,0,0.9084967320261438,433,0.9433551198257081,1339,2.9169934640522874,0.1786492374727669,0.6727272727272727,1.2388781887932676,0.3879003558718861,89.99796757551196,0.10675915489384574,158,843
2025,BYU,Big 12,1.4723941136225778,0.44552058111380144,120.14525683434518,0.29090861218969777,0.434279705573081,0.9537701826348627,0.472168905950096,103.51668231515363,0.1986884497411778,0.5478443743427971,2.0406816845843077,0.296028880866426,0.3320632291228106,0.2912723449001052,0.9799581525551738,0.526706231454006,0.1745209535159307,0.7087276550998949,0.059,0.078,0.136,1.339,71.2,4.032967032967033,91,549,1.053742802303263,611,1.1727447216890594,1575,3.0238003838771594,0.16314779270633398,0.8194444444444444,1.1789955201212814,0.45951629863301785,209.60863713675585,0.22040866155284525,153,951,1.436084797266494,0.3940677966101695,61.916259614120044,0.13117851613161027,0.5136017410228509,0.9456902185015174,0.38799076212471134,20.206955585741387,0.046667333916261856,0.47116430903155604,1.8221314895154375,0.24838709677419354,61.916259614120044,0.09348218992806916,0.3373231773667029,1.0313487520113145,0.4548440065681445,0.047938121626956064,0.6626768226332971,0.063,0.095,0.158,-1.296,71.2,3.2948717948717947,78,0,1.1224018475750577,402,0.9284064665127021,1186,2.7397228637413393,0.23094688221709006,0.7258064516129032,1.2033551666661662,0.3852013057671382,58.17379494851768,0.06330119145649367,163,919
2025,California,ACC,1.4521579097906425,0.43040293040293043,127.57485823480967,0.23365358651064042,0.5915492957746479,0.8659318416465966,0.3780821917808219,-13.636480921419247,-0.03736022170251849,0.39544962080173346,1.839589327651278,0.3378839590443686,0.3638544454450379,0.3174431202600217,1.030354089737922,0.4396825396825397,0.013222504351514995,0.6825568797399784,0.07,0.095,0.164,1.203,72.9,3.704225352112676,71,277,0.7589041095890411,274,0.7506849315068493,965,2.6427397260273975,0.1780821917808219,0.7037037037037037,1.2434240061034068,0.40736728060671723,114.93953025685055,0.12452820179507103,156,923,1.3886599061160967,0.3840909090909091,62.951817992628555,0.14307231361961034,0.505166475315729,0.9909757864161656,0.46116504854368934,79.25372194749404,0.19236340278517972,0.4730195177956372,1.7323743608006543,0.26881720430107525,62.951817992628555,0.1714493084175277,0.3203214695752009,1.041863553279934,0.49155405405405406,0.15802038329804838,0.6796785304247991,0.071,0.079,0.151,-1.409,70.3,3.689189189189189,74,0,1.2524271844660193,465,1.1286407766990292,1342,3.2563106796116505,0.1383495145631068,0.8301886792452831,1.1833616695751636,0.42020665901262916,141.3824239609349,0.16232195632713534,149,871
2025,Central Michigan,Mid-American,1.6038927981651485,0.44280442804428044,108.66270960973843,0.4009694081540163,0.3358116480793061,0.8977656473212157,0.3934740882917466,11.517411830766923,0.02210635668093459,0.6456009913258984,2.0738626866559096,0.2627450980392157,0.30749243676602234,0.3159851301115242,0.9264041708061921,0.47282608695652173,0.057688274333655164,0.6840148698884758,0.04,0.115,0.155,1.329,71.0,3.6,70,617,1.1842610364683301,494,0.9481765834932822,1456,2.795201535508637,0.19193857965451055,0.7301587301587301,1.160793562763299,0.40644361833952913,110.25449880751334,0.13662267510224702,147,807,1.4880815342051112,0.3822843822843823,54.1433625755477,0.12620830437190605,0.49825783972125437,0.8777910216351664,0.431980906921241,30.328481673321143,0.07238301115351108,0.48664343786295006,1.9490807326706092,0.2669172932330827,54.1433625755477,0.20478505649018114,0.3089430894308943,0.9671895099615129,0.4638655462184874,0.030595066829507835,0.6910569105691057,0.071,0.098,0.169,-1.414,70.1,3.135135135135135,74,0,1.2458233890214796,454,1.0835322195704058,1228,2.93054892601432,0.20047732696897375,0.6764705882352942,1.168095206827063,0.40301974448315914,72.67688978994535,0.08440986038321178,147,861
2025,Charlotte,American Athletic,1.6669747959621268,0.36061381074168797,48.29164768319914,0.12350805034066274,0.5370879120879121,0.6894782444154844,0.35185185185185186,-37.16685232280989,-0.11471250716916631,0.44505494505494503,1.8556587567734104,0.245136186770428,0.1221155700012881,0.35302197802197804,1.0209970246874407,0.4118895966029724,-0.07761359575478452,0.646978021978022,0.067,0.117,0.185,1.226,72.4,2.7254901960784315,51,135,0.4166666666666667,287,0.8858024691358025,740,2.2842592592592594,0.22839506172839505,0.65,1.2256028189341959,0.35302197802197804,-5.172302110172465,-0.007104810590896243,144,728,1.326127189804694,0.5248756218905473,122.75792386124803,0.3053679698040996,0.4626006904487917,0.850472439357075,0.5273522975929978,85.29456420028806,0.18664018424570694,0.525891829689298,2.0462855585424227,0.3242009132420091,122.75792386124803,0.32677913631631356,0.2520138089758343,0.8917737908467473,0.5892307692307692,0.19223082634034816,0.7479861910241657,0.036,0.07,0.106,-1.555,68.2,4.162790697674419,86,0,1.3107221006564551,555,1.2144420131291027,1482,3.2420131291028444,0.1400437636761488,0.8169014084507042,1.0723251906405644,0.522439585730725,196.51466797449896,0.22613885842865245,141,869
2025,Cincinnati,Big 12,1.6231658126346804,0.46195652173913043,159.5564503766038,0.4335773108059886,0.46938775510204084,1.0418624874937708,0.48737373737373735,92.20146722740967,0.23283198794800422,0.5051020408163265,2.199572449427231,0.3173913043478261,0.41844558070634363,0.29336734693877553,1.0999583934645891,0.5306859205776173,0.24891658808871509,0.7066326530612245,0.053,0.067,0.12,1.349,70.9,4.597402597402597,77,565,1.426767676767677,557,1.4065656565656566,1377,3.478282828282828,0.1590909090909091,0.7674418604651163,1.3186827152228258,0.46811224489795916,234.1422733636072,0.29865085888215204,140,784,1.4950523678512708,0.41911764705882354,101.99489605788044,0.24998749033794226,0.43918191603875134,0.9014300273948752,0.45614035087719296,74.252109857163,0.14474095488725733,0.5522066738428417,1.9469236884537062,0.3204633204633205,101.99489605788044,0.33216349811543405,0.27879440258342303,0.9529342196131133,0.48507462686567165,0.13470479054376197,0.721205597416577,0.043,0.079,0.122,-1.21,72.5,3.930555555555556,72,0,0.9668615984405458,498,0.9707602339181286,1643,3.2035087719298247,0.15009746588693956,0.7692307692307693,1.155142861558626,0.43918191603875134,176.28255567621795,0.18975517295610111,137,929
2025,Clemson,ACC,1.4857812387572003,0.4209445585215606,122.8308839908887,0.2522194743139398,0.5447427293064877,0.905880948272701,0.4413265306122449,39.38430451240376,0.10047016457245857,0.43847874720357943,1.8408230522980729,0.28793774319066145,0.21796783222275778,0.28747203579418346,1.0696207809873068,0.4835164835164835,0.1615492358260828,0.7125279642058165,0.063,0.088,0.151,1.423,69.7,3.7974683544303796,79,313,0.798469387755102,402,1.0255102040816326,1194,3.0466836734693876,0.17346938775510204,0.75,1.2190159853773506,0.4272930648769575,158.9245961024635,0.17776800458888534,151,894,1.6726292132363927,0.3564356435643564,84.28417217305099,0.16689935083772472,0.5778032036613272,0.9272233422208765,0.403899721448468,12.652147817989098,0.03524275158214234,0.4107551487414188,2.037172844929408,0.2861635220125786,84.28417217305099,0.2350372243411814,0.36384439359267734,1.0707381867445684,0.4226618705035971,0.014303847843196087,0.6361556064073226,0.084,0.112,0.196,-1.175,73.0,2.6842105263157894,76,0,0.9554317548746518,389,1.083565459610028,978,2.7242339832869082,0.22284122562674094,0.8409090909090909,1.3405098244587415,0.37299771167048057,82.69477674131271,0.0946164493607697,154,874
2025,Coastal Carolina,Sun Belt,1.6764306071381292,0.315136476426799,42.95448691553628,0.10658681616758382,0.46375143843498273,0.9606248691086087,0.40618101545253865,19.117779198668355,0.04220260308756811,0.5212888377445339,1.9943225868294507,0.2662337662337662,0.16543851457546985,0.35443037974683544,0.9948078985417872,0.41354723707664887,0.0056403168199473126,0.6455696202531646,0.068,0.117,0.185,1.414,69.9,3.8,65,595,1.3134657836644592,469,1.0353200883002207,1190,2.6271523178807947,0.2141280353200883,0.6666666666666666,1.2558276579035337,0.3613348676639816,54.11928022523516,0.06227765273329708,176,869,1.5506105685601945,0.4221698113207547,121.42007431305595,0.28636809979494326,0.4458464773922187,1.0393043812996205,0.46484375,98.13319529400093,0.19166639705859556,0.5383806519453207,2.0971858181323086,0.3230240549828179,121.42007431305595,0.3786381583478803,0.305993690851735,1.0280183830264802,0.49393939393939396,0.12499551434200737,0.694006309148265,0.054,0.099,0.153,-1.493,68.8,3.6063829787234045,94,0,1.65625,640,1.25,1579,3.083984375,0.17578125,0.6666666666666666,1.2673082375501656,0.4416403785488959,192.68074354495803,0.2026085631387571,171,951
2025,Colorado,Big 12,1.7188302432632407,0.34438775510204084,60.929173470808976,0.1554315649765535,0.49246231155778897,1.0293483238248946,0.35805626598465473,14.821396696368366,0.037906385412706814,0.49120603015075376,2.097615389890283,0.2980132450331126,0.298321911943256,0.3793969849246231,1.0323217680531453,0.3805668016194332,-0.04712106556888662,0.6206030150753769,0.06,0.137,0.197,1.302,71.3,3.4838709677419355,62,457,1.1687979539641944,407,1.040920716112532,1048,2.679539641943734,0.22506393861892582,0.6428571428571429,1.377200998144305,0.3492462311557789,66.81541101583333,0.08393895856260469,145,796,1.7831857104946793,0.4074074074074074,106.8550029181044,0.32979939172254447,0.38848920863309355,1.0669818150286134,0.4408817635270541,65.46737423373666,0.1311971427529793,0.5983213429256595,2.200503427656947,0.2840466926070039,106.8550029181044,0.26425478299603056,0.30815347721822545,1.1074865997668313,0.4852686308492201,0.15680964746608692,0.6918465227817746,0.058,0.093,0.151,-1.364,70.4,4.0131578947368425,76,0,1.8076152304609219,592,1.186372745490982,1489,2.984168336673347,0.19438877755511022,0.6875,1.3335212412285267,0.42326139088729015,158.39264581791198,0.18991923958982254,147,834
2025,Colorado State,Mountain West,1.522506482717295,0.37259615384615385,83.06220681458782,0.19966876638122072,0.5466491458607096,0.8855080803006218,0.43543543543543545,26.206467389715826,0.07869810026941688,0.4375821287779238,1.9179040525401825,0.2814814814814815,0.23583847422282675,0.354796320630749,0.9741130048771943,0.4623217922606925,0.0599503113692875,0.6452036793692509,0.071,0.117,0.188,1.097,74.0,3.5185185185185186,54,273,0.8198198198198198,362,1.087087087087087,987,2.964864864864865,0.19519519519519518,0.5681818181818182,1.2108394722778117,0.39816031537450725,93.11199092248339,0.12235478439222522,133,761,1.738454697387947,0.4494047619047619,126.2181395534212,0.3756492248613726,0.4057971014492754,0.962736191323756,0.4560669456066946,81.20456031503399,0.16988401739546857,0.5772946859903382,1.9361538666823859,0.34347826086956523,126.2181395534212,0.3419746433811797,0.2777777777777778,1.1124040868661713,0.4899665551839465,0.1967118758349703,0.7222222222222222,0.062,0.07,0.132,-1.44,69.8,4.026315789473684,76,0,1.4686192468619248,514,1.0753138075313808,1562,3.2669456066945606,0.1589958158995816,0.75,1.2873401960206898,0.4492753623188406,196.2878697269836,0.23706264459780627,142,828
2025,Delaware,Conference USA,1.4368595469865701,0.43548387096774194,145.64696747628193,0.261016070746025,0.5830721003134797,1.002916859763788,0.4251968503937008,30.505836875963908,0.08006781332273992,0.3981191222570533,2.0699995847456307,0.2964169381107492,0.2862342402309963,0.3207941483803553,1.0619883511507378,0.4969230769230769,0.14844238350341096,0.6792058516196448,0.06,0.094,0.154,1.34,71.0,3.5172413793103448,87,521,1.3674540682414698,381,1.0,1090,2.8616797900262467,0.2047244094488189,0.7014925373134329,1.2835560377621755,0.43260188087774293,184.361461028133,0.19264520483608463,153,957,1.583075182361095,0.4457013574660634,128.1709377951223,0.2899794972740324,0.5039908779931584,1.2328662051216794,0.3847980997624703,70.33242851143045,0.16706040026468041,0.48004561003420754,2.1914236745131066,0.3356643356643357,128.1709377951223,0.4086200047203504,0.3261117445838084,1.1458601690654389,0.4500846023688663,0.11027343400685548,0.6738882554161916,0.053,0.105,0.158,-1.417,69.4,4.0375,80,0,1.8052256532066508,424,1.007125890736342,1183,2.8109263657957246,0.21852731591448932,0.6875,1.423136678797417,0.4127708095781072,182.03692084807182,0.20756775467282987,151,877
2025,Duke,ACC,1.5968501459608262,0.4646271510516252,199.2791079704942,0.38103079917876526,0.5414078674948241,0.976780406750664,0.45057471264367815,40.56392081953574,0.09325039268858791,0.4503105590062112,2.1612881424087003,0.33217993079584773,0.3878656815013479,0.2991718426501035,1.0969124858384411,0.5110782865583456,0.1840205910438671,0.7008281573498965,0.057,0.097,0.154,1.476,68.7,4.315789473684211,95,706,1.6229885057471265,479,1.1011494252873564,1232,2.831264367816092,0.21839080459770116,0.7049180327868853,1.3280890990301717,0.4575569358178054,236.6751220905876,0.24500530237120868,156,966,1.6160940580061818,0.46234309623430964,187.89484999993434,0.3930854602509086,0.4979166666666667,1.0211134103108348,0.42116630669546434,43.72104831128488,0.09442990995957858,0.4822916666666667,2.0388789449546256,0.33876221498371334,187.89484999993434,0.43414216220921914,0.31979166666666664,1.105172688148037,0.48085758039816234,0.12489163923485315,0.6802083333333333,0.055,0.117,0.172,-1.224,72.3,4.392857142857143,84,0,1.505399568034557,503,1.0863930885529158,1195,2.581425485961123,0.23758099352051837,0.734375,1.3374823788367576,0.4354166666666667,214.83588421858937,0.22378737939436394,160,960
2025,East Carolina,American Athletic,1.536406117397653,0.4700665188470067,150.08680051893836,0.332786697381238,0.44697720515361744,0.844511565104041,0.4542124542124542,56.91256143419421,0.1042354605021872,0.5411298315163529,1.8404930439524423,0.34191176470588236,0.38143759056798243,0.26957383548067393,0.9902026812871991,0.5006784260515604,0.1229922312114759,0.7304261645193261,0.049,0.08,0.129,1.511,68.8,3.758241758241758,91,403,0.7380952380952381,480,0.8791208791208791,1676,3.068681318681319,0.14285714285714285,0.7108433734939759,1.1613650270185143,0.4578790882061447,194.39629903734897,0.19266233799539045,166,1009,1.4575828738427088,0.386892177589852,71.47266830679634,0.15110500699111276,0.5296752519596865,1.0063816499196294,0.36855036855036855,-13.876959916174025,-0.03409572460976419,0.45576707726763716,1.8367970957612385,0.2639751552795031,71.47266830679634,0.15491289152634993,0.36058230683090703,1.048881594465328,0.4395796847635727,-0.009047721698378985,0.6394176931690929,0.056,0.135,0.191,-1.31,71.1,3.046153846153846,65,0,1.0982800982800982,417,1.0245700245700247,956,2.3486486486486484,0.2972972972972973,0.509090909090909,1.2482054564003053,0.3762597984322508,44.715701981710275,0.050073574447603894,157,893
2025,Eastern Michigan,Mid-American,1.5219779435865977,0.41330166270783847,123.33998252037306,0.2929690796208386,0.5134146341463415,0.9496587362369224,0.4498714652956298,51.39253485298465,0.13211448548325105,0.474390243902439,1.9865684594326871,0.32270916334661354,0.38455344690302234,0.30609756097560975,1.0070860530331989,0.4727592267135325,0.11762843610963887,0.6939024390243902,0.061,0.068,0.129,1.015,75.5,3.9545454545454546,66,385,0.9897172236503856,446,1.1465295629820051,1189,3.056555269922879,0.17994858611825193,0.640625,1.2337662670856517,0.4268292682926829,163.45349531904313,0.19933353087688185,135,820,1.5974845316190889,0.4416403785488959,110.15022432190271,0.34747704833407794,0.3791866028708134,1.0728119023431144,0.4457593688362919,104.93260332861445,0.20696765942527506,0.6064593301435407,1.690729818213861,0.33852140077821014,110.15022432190271,0.34161760271347763,0.30741626794258375,1.1715719052494626,0.4853195164075993,0.20959962472961974,0.6925837320574163,0.04,0.066,0.106,-1.409,69.5,3.8846153846153846,78,0,1.6666666666666667,586,1.155818540433925,1608,3.170611439842209,0.16962524654832348,0.7236842105263158,1.2943076074991982,0.44019138755980863,209.15390661581358,0.2501840988227435,140,836
2025,Florida,SEC,1.5145695700911492,0.38258575197889183,66.70284480968826,0.1759969520044545,0.5060080106809078,0.7623523057254854,0.4835164835164835,48.12812485401157,0.1322201232253065,0.48598130841121495,1.8836330060829052,0.2744186046511628,0.21289782069306706,0.2870493991989319,0.9261536111145445,0.49063670411985016,0.10851800983326636,0.7129506008010681,0.057,0.095,0.152,1.228,72.3,4.0,59,304,0.8351648351648352,391,1.0741758241758241,1192,3.2744505494505494,0.14835164835164835,0.7631578947368421,1.1021389204701,0.42857142857142855,103.72164869997364,0.1384801718290703,131,749,1.5878170619400658,0.43768115942028984,98.45200242875738,0.28536812298190545,0.4356060606060606,0.9275425346506958,0.42691415313225056,36.67479906167883,0.08509234121039172,0.5441919191919192,2.2692243180505915,0.27419354838709675,98.45200242875738,0.28189074545442405,0.31313131313131315,0.992507610839177,0.5,0.12125160622672422,0.6868686868686869,0.054,0.091,0.145,-1.383,69.8,3.460526315789474,76,0,1.134570765661253,360,0.8352668213457076,1196,2.7749419953596286,0.1740139211136891,0.8059701492537313,1.24785095228146,0.4292929292929293,135.86977866003514,0.1715527508333777,135,792
2025,Florida Atlantic,American Athletic,1.630806520829366,0.4048865619546248,160.75244208418283,0.28054527414342556,0.6255458515283843,1.0054189294200855,0.41284403669724773,14.78447001065985,0.04521244651577936,0.3569868995633188,2.1771370325605934,0.290625,0.3247595482548745,0.34934497816593885,1.1366254179151165,0.46308724832214765,0.07087012165030156,0.6506550218340611,0.078,0.1,0.178,1.422,69.5,3.493827160493827,81,261,0.7981651376146789,336,1.0275229357798166,918,2.805810397553517,0.17737003058103976,0.7704918032786885,1.3988681825818627,0.4028384279475983,146.16164794513958,0.15956511784403885,144,916,1.5761184124077576,0.4037433155080214,97.00005127231479,0.25935842586180424,0.4384525205158265,1.0812099125402972,0.46794871794871795,101.61063422398401,0.21711673979483762,0.5486518171160609,2.086620025664492,0.2874015748031496,97.00005127231479,0.3735111927339821,0.2977725674091442,1.0978062733525382,0.5008347245409015,0.1607506383679031,0.7022274325908558,0.048,0.09,0.139,-1.561,68.1,4.576923076923077,78,0,1.7072649572649572,534,1.141025641025641,1397,2.983974358974359,0.1623931623931624,0.8266666666666667,1.2913274634832959,0.4372801875732708,191.1614753368054,0.22410489488488325,143,853
2025,Florida International,Conference USA,1.3838767078281702,0.42567567567567566,88.16446296057627,0.19856861027156816,0.4841875681570338,1.1926153539434938,0.39606126914660833,72.40035248827488,0.15842527896777872,0.4983642311886587,1.9862602385176216,0.26666666666666666,0.2496828094579808,0.3271537622682661,1.121323112019327,0.47487844408427876,0.11302110624456749,0.6728462377317339,0.073,0.095,0.169,1.405,69.9,4.120481927710843,83,800,1.75054704595186,499,1.0919037199124726,1268,2.774617067833698,0.22538293216630198,0.7321428571428571,1.3068324152897386,0.40676117775354415,144.63886539029238,0.15773049660882485,166,917,1.587942101728839,0.3920335429769392,100.3385931645283,0.21035344478936752,0.5190424374319913,0.962468791286565,0.45734597156398105,57.28018727682451,0.13573504094034244,0.4591947769314472,2.1260627104179943,0.2827586206896552,100.3385931645283,0.2701251309791429,0.31556039173014144,1.0387605231017947,0.48171701112877585,0.0945211940589332,0.6844396082698585,0.069,0.095,0.164,-1.496,69.0,3.6547619047619047,84,0,1.3459715639810428,534,1.2654028436018958,1343,3.182938388625592,0.16350710900473933,0.7368421052631579,1.2703417681925178,0.41893362350380847,137.79011904702043,0.14993484118282963,171,919
